eventname,outcome,type,compiledgametime,video_frame,playsection,zone,manpowersituation,goal,so_goal,teamid,playerid,opposingteamgoalieoniceid,xadjcoord,yadjcoord
controlledentryagainst,failed,3on2,1990.3334,69791,eastPointDZ,dz,evenStrength,0,0,32522,170170,320320,-35.905891418457,-10.3047866821289
controlledentryagainst,failed,2on2,1998.6333,70040,eastPointDZ,dz,evenStrength,0,0,1212,8001994,9993984,-34.0020751953125,-28.9176483154297
shot,successful,slot,2007.3334,70301,innerSlot,oz,evenStrength,0,0,32522,2482480,320320,77.7588195800781,-4.77243423461914
shot,successful,slot,2009.3,70360,innerSlot,oz,evenStrength,1,0,32522,2482480,320320,79.7705841064453,4.2805061340332
faceoff,failed,none,2011.0333,71784,northCenterNZ,nz,evenStrength,0,0,1212,21696675,9993984,0.197929382324219,-0.25588226318359
faceoff,successful,recovered,2011.0333,71784,southCenterNZ,nz,evenStrength,0,0,32522,10224214,320320,-0.197929382324219,0.25588226318359
shot,successful,outside,2021.3,72092,outsideNorthWest,oz,evenStrength,0,0,32522,2482480,320320,65.1852874755859,-34.9489059448242
faceoff,failed,none,2023.2,73125,westOuterSlot,oz,evenStrength,0,0,32522,1346345,320320,69.2079467773438,-21.8794116973877
faceoff,successful,recoveredwithexit,2023.2,73125,westOuterSlotDZ,dz,evenStrength,0,0,1212,1394393,9993984,-69.2079467773438,21.8794116973877
controlledentryagainst,failed,3on2,2048.0334,73870,southWestBoardsNZ,nz,evenStrength,0,0,1212,309309,9993984,-36.0146942138672,-24.3981552124023
controlledentryagainst,successful,2on2,2062.9333,74317,eastPointDZ,dz,evenStrength,0,0,1212,309309,9993984,-36.0146942138672,-22.8893280029297
controlledentryagainst,failed,2on3,2092.2334,75196,eastPointDZ,dz,evenStrength,0,0,32522,10386376,320320,-31.3802871704102,-25.9029407501221
shot,successful,slot,2107.2666,75647,westOuterSlot,oz,evenStrength,0,0,32522,1590589,320320,77.7579498291016,-13.3294124603271
controlledentryagainst,failed,2on3,2114.7334,75871,centerPointDZ,dz,evenStrength,0,0,32522,465465,320320,-39.4273452758789,16.3441162109375
shot,failed,slotblocked,2118.4333,75982,eastOuterSlot,oz,evenStrength,0,0,1212,711711,9993984,63.0655784606934,8.80294036865234
controlledentryagainst,failed,1on2,2135.9,76506,southCenterNZ,nz,evenStrength,0,0,1212,1349348,9993984,-45.0667724609375,7.79705810546875
shot,successful,outside,2136.3333,76519,centerPoint,oz,evenStrength,0,0,32522,15134119,320320,30.4814758300781,-2.76764678955078
faceoff,failed,none,2139.6,80436,westOuterSlot,oz,evenStrength,0,0,32522,10224214,320320,69.7108917236328,-21.8794116973877
faceoff,successful,recoveredwithexit,2139.6,80436,westOuterSlotDZ,dz,evenStrength,0,0,1212,1394393,9993984,-69.7108917236328,21.8794116973877
shot,successful,slot,2155.5334,80914,westOuterSlot,oz,evenStrength,0,0,1212,1394393,9993984,70.1067581176758,-14.3323516845703
faceoff,failed,none,2158.0334,82134,westOuterSlot,oz,evenStrength,0,0,1212,1394393,9993984,69.1008758544922,-22.3794097900391
faceoff,successful,recovered,2158.0334,82134,westOuterSlotDZ,dz,evenStrength,0,0,32522,1111110,320320,-69.1008758544922,22.3794097900391
faceoff,failed,none,2164.4,82927,southWestBoardsNZ,nz,evenStrength,0,0,1212,1394393,9993984,-19.9197158813477,-22.3794097900391
faceoff,successful,recoveredwithentry,2164.4,82927,northEastBoardsNZ,nz,evenStrength,0,0,32522,1111110,320320,19.9197158813477,22.3794097900391
controlledentryagainst,failed,2on3,2220.3,84604,westPointDZ,dz,evenStrength,0,0,1212,466466,9993984,-33.4991302490234,24.3941173553467
shot,failed,outside,2222.7666,84678,outsideNorthEast,oz,evenStrength,0,0,32522,1783782,320320,60.6579437255859,27.408821105957
controlledentryagainst,successful,2on3,2241.4666,85239,northCenterNZ,nz,evenStrength,0,0,32522,10386376,320320,-37.9185218811035,-3.27058792114258
shot,failed,slotblocked,2243.2,85291,westOuterSlot,oz,evenStrength,0,0,1212,8392384,9993984,58.0361671447754,-9.80588150024414
faceoff,successful,recoveredwithexit,2261.5667,87172,eastOuterSlotDZ,dz,evenStrength,0,0,32522,1346345,320320,-68.5979309082031,-21.8794116973877
faceoff,failed,none,2261.5667,87172,eastOuterSlot,oz,evenStrength,0,0,1212,319319,9993984,68.5979309082031,21.8794116973877
shot,successful,outside,2318.1,88868,westPoint,oz,evenStrength,0,0,32522,2482480,320320,29.4756011962891,-24.3941173553467
shot,failed,outsideblocked,2330.9666,89254,centerPoint,oz,evenStrength,0,0,32522,2482480,320320,32.9961853027344,-3.77352905273437
shot,successful,outside,2332.1,89288,centerPoint,oz,evenStrength,0,0,32522,2482480,320320,35.0079498291016,-5.78529357910156
faceoff,failed,none,2334.1,90377,westOuterSlot,oz,evenStrength,0,0,32522,2104102,320320,68.7050018310547,-21.3764705657959
faceoff,successful,recovered,2334.1,90377,westOuterSlotDZ,dz,evenStrength,0,0,1212,109109,9993984,-68.7050018310547,21.3764705657959
shot,failed,slot,2339.5334,90540,eastOuterSlot,oz,evenStrength,0,0,32522,611611,320320,71.2197113037109,10.8117637634277
controlledentryagainst,successful,2on2,2378.5334,91710,westPointDZ,dz,evenStrength,0,0,1212,670670,9993984,-29.4756011962891,30.93235206604
controlledentryagainst,successful,1on2,2395.5334,92220,southWestBoardsNZ,nz,evenStrength,0,0,1212,320320,9993984,-86.8117523193359,0.748905181884766
faceoff,successful,recoveredwithentry,2400,2962,northCenterNZ,nz,evenStrength,0,0,32522,1111110,320320,0.20381164550781,-0.25
faceoff,failed,none,2400,2962,southCenterNZ,nz,evenStrength,0,0,1212,12789777,9993984,-0.20381164550781,0.25
shot,failed,slot,2412,3322,innerSlot,oz,evenStrength,0,0,32522,1783782,320320,80.6685180664062,-7.29117584228516
shot,successful,slot,2421.1667,3597,innerSlot,oz,evenStrength,0,0,32522,1783782,320320,83.686164855957,-5.78235244750977
faceoff,successful,recoveredwithshotonnet,2423.6333,4508,westOuterSlot,oz,evenStrength,0,0,32522,1346345,320320,67.5920486450195,-22.8823547363281
faceoff,failed,none,2423.6333,4508,westOuterSlotDZ,dz,evenStrength,0,0,1212,109109,9993984,-67.5920486450195,22.8823547363281
shot,successful,outside,2426.2334,4586,outsideNorthWest,oz,evenStrength,0,0,32522,2482480,320320,81.6744003295898,-35.9588241577148
faceoff,successful,recovered,2428.3667,5225,westOuterSlot,oz,evenStrength,0,0,32522,1346345,320320,69.1008758544922,-22.3794097900391
faceoff,failed,none,2428.3667,5225,westOuterSlotDZ,dz,evenStrength,0,0,1212,109109,9993984,-69.1008758544922,22.3794097900391
shot,failed,outsideblocked,2430.6333,5293,outsideNorthWest,oz,evenStrength,0,0,32522,2482480,320320,56.52734375,-37.970588684082
shot,successful,outside,2449.2666,5852,centerPoint,oz,evenStrength,0,0,32522,10176166,320320,40.9361686706543,6.79117584228516
shot,successful,outside,2456,6054,westPoint,oz,evenStrength,0,0,32522,2482480,320320,33.8949890136719,-30.4264678955078
faceoff,failed,none,2466.0334,7212,eastOuterSlotDZ,dz,evenStrength,0,0,1212,21696675,9993984,-67.5920486450195,-21.8794116973877
faceoff,successful,recovered,2466.0334,7212,eastOuterSlot,oz,evenStrength,0,0,32522,1590589,320320,67.5920486450195,21.8794116973877
controlledentryagainst,successful,1on2,2499.4666,8215,southWestBoardsNZ,dz,evenStrength,0,0,32522,10386376,320320,-30.9844207763672,-20.3676452636719
shot,failed,outsideblocked,2521.2334,8868,eastPoint,oz,evenStrength,0,0,1212,466466,9993984,29.4764556884766,36.4687423706055
controlledentryagainst,successful,2on3,2529.0667,9103,southWestBoardsNZ,nz,evenStrength,0,0,1212,309309,9993984,-32.8882446289062,-18.8547859191895
controlledentryagainst,successful,2on3,2535.4333,9294,northWestBoardsNZ,nz,evenStrength,0,0,32522,170170,320320,-32.4932403564453,-34.4499969482422
faceoff,successful,recoveredwithshotonnet,2540.7666,11152,westOuterSlot,oz,powerPlay,0,0,1212,711711,9993984,69.2079467773438,-22.3823528289795
faceoff,failed,none,2540.7666,11152,westOuterSlotDZ,dz,shortHanded,0,0,32522,1111110,320320,-69.2079467773438,22.3823528289795
shot,successful,outside,2547,11339,outsideNorthEast,oz,powerPlay,0,0,1212,21696675,9993984,85.3029327392578,19.8716812133789
shot,failed,outside,2548.5667,11386,outsideNorthEast,oz,powerPlay,0,0,1212,21696675,9993984,86.8117523193359,13.8363914489746
controlledentryagainst,successful,3on3,2577.1667,12244,southWestBoardsNZ,dz,shortHanded,0,0,32522,170170,320320,-38.5285339355469,-30.9294128417969
controlledentryagainst,failed,3on3,2586.5334,12525,centerPointDZ,dz,shortHanded,0,0,32522,170170,320320,-38.0256042480469,-5.27941131591797
faceoff,successful,recovered,2590.2334,13575,westOuterSlot,oz,powerPlay,0,0,1212,109109,9993984,70.2138366699219,-21.8794116973877
faceoff,failed,none,2590.2334,13575,westOuterSlotDZ,dz,shortHanded,0,0,32522,1590589,320320,-70.2138366699219,21.8794116973877
faceoff,successful,none,2604.1667,14686,southWestBoardsNZ,nz,shortHanded,0,0,32522,1590589,320320,-20.4226531982422,-22.3794097900391
faceoff,failed,none,2604.1667,14686,northEastBoardsNZ,nz,powerPlay,0,0,1212,109109,9993984,20.4226531982422,22.3794097900391
shot,successful,slot,2622.6,15239,innerSlot,oz,shortHanded,0,0,32522,36036,320320,75.6391067504883,1.76176452636719
controlledentryagainst,failed,3on3,2632.2666,15529,westPointDZ,dz,shortHanded,0,0,32522,465465,320320,-38.0256042480469,21.8794116973877
shot,successful,slot,2648.8,16025,eastOuterSlot,oz,powerPlay,0,0,1212,109109,9993984,54.1197204589844,17.3499984741211
controlledentryagainst,failed,1on1,2673.4666,16765,southWestBoardsNZ,nz,evenStrength,0,0,1212,9100091,9993984,-34.9008712768555,-14.8382358551025
shot,failed,slot,2679.7666,16954,eastOuterSlot,oz,evenStrength,0,0,32522,1111110,320320,63.5676574707031,13.3224334716797
controlledentryagainst,failed,2on3,2692.6667,17341,eastPointDZ,dz,evenStrength,0,0,32522,2482480,320320,-37.0205841064453,-22.8893280029297
shot,failed,slotblocked,2697.0667,17473,eastOuterSlot,oz,evenStrength,0,0,1212,2217215,9993984,74.7403106689453,14.3323516845703
controlledentryagainst,successful,1on2,2709.3,17840,westPointDZ,dz,evenStrength,0,0,1212,9100091,9993984,-43.9529533386231,5.2863883972168
shot,failed,outsideblocked,2725.5667,18328,centerPoint,oz,evenStrength,0,0,32522,13866853,320320,30.3744049072266,12.8264694213867
shot,successful,outside,2738.6,18719,northCenterNZ,nz,evenStrength,0,0,32522,13866853,320320,2.71263885498047,6.79117584228516
controlledentryagainst,successful,2on3,2754.8667,19207,centerPointDZ,dz,evenStrength,0,0,1212,670670,9993984,-39.4264793395996,4.2805061340332
shot,failed,outsideblocked,2770.7666,19684,centerPoint,oz,evenStrength,0,0,32522,10176166,320320,40.4332275390625,4.77941131591797
controlledentryagainst,failed,2on3,2789.1667,20236,southWestBoardsNZ,dz,evenStrength,0,0,32522,10176166,320320,-39.534423828125,-28.9176483154297
shot,failed,outside,2791.7334,20313,outsideNorthEast,oz,evenStrength,0,0,1212,8392384,9993984,69.2079467773438,27.408821105957
faceoff,successful,recovered,2809.4,25022,westOuterSlot,oz,evenStrength,0,0,1212,711711,9993984,69.7108917236328,-21.8794116973877
faceoff,failed,none,2809.4,25022,westOuterSlotDZ,dz,evenStrength,0,0,32522,1590589,320320,-69.7108917236328,21.8794116973877
controlledentryagainst,failed,1on2,2825,25490,westPointDZ,dz,evenStrength,0,0,32522,465465,320320,-31.9911651611328,24.8900814056396
shot,successful,outside,2826.7,25541,outsideNorthWest,oz,evenStrength,0,0,1212,711711,9993984,75.2432403564453,-19.8676471710205
shot,failed,outside,2832.5667,25717,eastPoint,oz,evenStrength,0,0,1212,9100091,9993984,31.9903106689453,17.3499984741211
shot,failed,outsideblocked,2838,25880,outsideNorthEast,oz,evenStrength,0,0,1212,8392384,9993984,79.7697143554688,22.8823547363281
faceoff,failed,none,2840.0334,26880,eastOuterSlotDZ,dz,evenStrength,0,0,32522,10224214,320320,-69.7108917236328,-21.3735275268555
faceoff,successful,recovered,2840.0334,26880,eastOuterSlot,oz,evenStrength,0,0,1212,109109,9993984,69.7108917236328,21.3735275268555
shot,failed,outside,2847.3,27098,westPoint,oz,evenStrength,0,0,1212,8001994,9993984,32.4932403564453,-33.9500007629395
controlledentryagainst,successful,2on2,2855.6,27347,westPointDZ,dz,evenStrength,0,0,1212,466466,9993984,-34.3979339599609,20.3676452636719
controlledentryagainst,successful,2on1,2867.0667,27691,southWestBoardsNZ,dz,evenStrength,0,0,32522,10176166,320320,-37.0205841064453,-1.26285934448242
shot,failed,outside,2882.3,28148,outsideNorthEast,oz,evenStrength,0,0,1212,109109,9993984,80.2735137939453,14.3393325805664
controlledentryagainst,successful,3on2,2907.8,28913,southEastBoardsNZ,nz,evenStrength,0,0,1212,670670,9993984,-35.905891418457,34.9599227905273
shot,successful,outside,2923.7334,29391,outsideNorthEast,oz,evenStrength,0,0,32522,953953,320320,83.1832275390625,11.3176460266113
faceoff,successful,recoveredwithentry,2935.9,30713,southWestBoardsNZ,nz,evenStrength,0,0,1212,12789777,9993984,-17.2979354858398,-22.3823528289795
faceoff,failed,none,2935.9,30713,northEastBoardsNZ,nz,evenStrength,0,0,32522,1346345,320320,17.2979354858398,22.3823528289795
controlledentryagainst,failed,2on2,2953.7,31247,centerPointDZ,dz,evenStrength,0,0,1212,309309,9993984,-32.3861694335937,-1.76176452636719
shot,successful,outside,2968.9333,31704,centerPoint,oz,evenStrength,0,0,32522,8422414,320320,29.8714599609375,1.76176452636719
faceoff,successful,recovered,2971.1333,33238,eastOuterSlotDZ,dz,evenStrength,0,0,1212,1394393,9993984,-69.1008758544922,-22.3823528289795
faceoff,failed,none,2971.1333,33238,eastOuterSlot,oz,evenStrength,0,0,32522,1590589,320320,69.1008758544922,22.3823528289795
shot,successful,outside,3011.4333,34447,westPoint,oz,evenStrength,0,0,32522,170170,320320,34.3970718383789,-16.3510971069336
faceoff,successful,recoveredwithslotshot,3013.1333,38759,westOuterSlot,oz,evenStrength,0,0,32522,2104102,320320,68.0949859619141,-22.3794097900391
faceoff,failed,none,3013.1333,38759,westOuterSlotDZ,dz,evenStrength,0,0,1212,109109,9993984,-68.0949859619141,22.3794097900391
shot,failed,slotblocked,3015.2334,38822,westOuterSlot,oz,evenStrength,0,0,32522,10224214,320320,68.5970687866211,-14.3393325805664
controlledentryagainst,successful,1on1,3051.0334,39896,westPointDZ,dz,evenStrength,0,0,1212,670670,9993984,-41.4391098022461,6.78823471069336
shot,failed,outside,3052.4333,39938,outsideNorthWest,oz,evenStrength,0,0,32522,611611,320320,64.0706024169922,-26.9128570556641
controlledentryagainst,failed,2on3,3065.4333,40328,northCenterNZ,nz,evenStrength,0,0,32522,10386376,320320,-36.5167694091797,-13.8294105529785
faceoff,successful,recoveredwithshotonnet,3070.5334,41874,westOuterSlot,oz,powerPlay,0,0,1212,711711,9993984,69.7108917236328,-21.3764705657959
faceoff,failed,none,3070.5334,41874,westOuterSlotDZ,dz,shortHanded,0,0,32522,1346345,320320,-69.7108917236328,21.3764705657959
shot,successful,outside,3086.8667,42364,outsideNorthEast,oz,powerPlay,0,0,1212,21696675,9993984,80.2735137939453,13.8363914489746
shot,successful,outside,3095.7,42629,outsideNorthEast,oz,powerPlay,0,0,1212,21696675,9993984,65.1852874755859,24.3981552124023
controlledentryagainst,successful,2on2,3104.2666,42886,westPointDZ,dz,powerPlay,0,0,1212,309309,9993984,-27.8588333129883,32.9481582641602
controlledentryagainst,successful,3on3,3120.4666,43372,eastPointDZ,dz,shortHanded,0,0,32522,10386376,320320,-41.5461883544922,-29.9235305786133
controlledentryagainst,successful,2on3,3129.3667,43639,centerPointDZ,dz,shortHanded,0,0,32522,10386376,320320,-38.0256042480469,-10.3088226318359
controlledentryagainst,successful,3on3,3145.3333,44118,eastPointDZ,dz,shortHanded,0,0,32522,10386376,320320,-43.0550079345703,-13.3264694213867
controlledentryagainst,successful,2on3,3164.2,44684,westPointDZ,dz,powerPlay,0,0,1212,466466,9993984,-33.3920516967773,20.3676452636719
controlledentryagainst,failed,3on3,3174.3667,44989,eastPointDZ,dz,shortHanded,0,0,32522,36036,320320,-36.5167694091797,-28.4147033691406
shot,successful,outside,3183.5667,45265,centerPoint,oz,powerPlay,0,0,1212,466466,9993984,31.9903106689453,3.26764678955078
faceoff,successful,none,3188.2666,46508,eastOuterSlotDZ,dz,shortHanded,0,0,32522,1346345,320320,-68.7050018310547,-21.8764724731445
faceoff,failed,none,3188.2666,46508,eastOuterSlot,oz,powerPlay,0,0,1212,1394393,9993984,68.7050018310547,21.8764724731445
shot,failed,outsideblocked,3203.8667,46976,westPoint,oz,evenStrength,0,0,1212,309309,9993984,29.9785461425781,-29.9264717102051
controlledentryagainst,successful,2on3,3219,47430,southCenterNZ,dz,evenStrength,0,0,32522,10176166,320320,-37.5235137939453,2.25772857666016
shot,failed,outsideblocked,3221.1,47493,westPoint,oz,evenStrength,0,0,1212,1409408,9993984,49.5932464599609,-26.4058818817139
shot,successful,outside,3225.8,47634,eastPoint,oz,evenStrength,0,0,1212,670670,9993984,38.5285339355469,32.438232421875
shot,successful,outside,3232.8,47844,eastPoint,oz,evenStrength,0,0,1212,670670,9993984,30.9844207763672,32.9411773681641
controlledentryagainst,successful,1on2,3244.8333,48205,southEastBoardsNZ,nz,evenStrength,0,0,1212,670670,9993984,-31.8832244873047,14.3323516845703
faceoff,successful,recoveredwithslotshot,3273.3667,50132,westOuterSlot,oz,evenStrength,0,0,1212,711711,9993984,69.2079467773438,-22.8852939605713
faceoff,failed,none,3273.3667,50132,westOuterSlotDZ,dz,evenStrength,0,0,32522,1590589,320320,-69.2079467773438,22.8852939605713
shot,failed,slotblocked,3274.4,50163,westOuterSlot,oz,evenStrength,0,0,1212,12789777,9993984,66.191162109375,-17.8489036560059
controlledentryagainst,successful,1on1,3281.8,50385,southCenterNZ,nz,evenStrength,0,0,1212,309309,9993984,-32.8882446289062,-6.28125762939453
faceoff,successful,recoveredwithshotonnet,3321.3667,52396,westOuterSlot,oz,evenStrength,0,0,32522,1346345,320320,69.1008758544922,-22.3794097900391
faceoff,failed,none,3321.3667,52396,westOuterSlotDZ,dz,evenStrength,0,0,1212,711711,9993984,-69.1008758544922,22.3794097900391
shot,successful,outside,3324.9,52502,centerPoint,oz,evenStrength,0,0,32522,465465,320320,35.4038162231445,13.3294124603271
faceoff,failed,none,3326.6,56511,eastOuterSlotDZ,dz,evenStrength,0,0,1212,711711,9993984,-69.1008758544922,-22.3823528289795
faceoff,successful,recoveredwithshotonnet,3326.6,56511,eastOuterSlot,oz,evenStrength,0,0,32522,1346345,320320,69.1008758544922,22.3823528289795
shot,successful,outside,3329.3667,56594,eastPoint,oz,evenStrength,0,0,32522,10176166,320320,32.8891067504883,22.8852939605713
shot,failed,slot,3351.8,57267,eastOuterSlot,oz,evenStrength,0,0,32522,1346345,320320,66.5861663818359,13.8323535919189
shot,successful,outside,3375,57963,westPoint,oz,evenStrength,0,0,32522,10176166,320320,29.3676605224609,-16.3510971069336
controlledentryagainst,successful,2on2,3392.2,58479,southCenterNZ,dz,evenStrength,0,0,32522,2482480,320320,-31.4873657226562,-2.76470565795898
controlledentryagainst,successful,3on3,3397.9666,58652,southWestBoardsNZ,nz,evenStrength,0,0,1212,8001994,9993984,-27.8588333129883,-30.9253749847412
faceoff,successful,recovered,3411.0334,60015,westOuterSlot,oz,evenStrength,0,0,32522,1590589,320320,68.5979309082031,-22.8823547363281
faceoff,failed,none,3411.0334,60015,westOuterSlotDZ,dz,evenStrength,0,0,1212,1394393,9993984,-68.5979309082031,22.8823547363281
shot,failed,outsideblocked,3421.9666,60343,centerPoint,oz,evenStrength,0,0,32522,465465,320320,41.4391098022461,3.77352905273437
controlledentryagainst,successful,2on3,3442.5334,60960,southWestBoardsNZ,nz,evenStrength,0,0,1212,9100091,9993984,-40.4323654174805,-23.3812580108643
controlledentryagainst,successful,3on3,3472.8,61868,eastPointDZ,dz,evenStrength,0,0,32522,170170,320320,-40.5402984619141,-19.3617630004883
shot,failed,outside,3474,61904,eastPoint,oz,evenStrength,0,0,1212,8392384,9993984,49.5941009521484,25.4040374755859
controlledentryagainst,failed,1on1,3492.1667,62449,southEastBoardsNZ,nz,evenStrength,0,0,1212,320320,9993984,-86.2000122070313,-0.245964050292969
shot,successful,slot,3496.1333,62568,innerSlot,oz,evenStrength,0,0,32522,1111110,320320,80.6685180664062,-5.27941131591797
controlledentryagainst,successful,2on3,3510.3667,62995,westPointDZ,dz,evenStrength,0,0,1212,670670,9993984,-41.9411888122559,19.3687438964844
controlledentryagainst,successful,2on3,3532.7334,63666,southCenterNZ,nz,evenStrength,0,0,1212,309309,9993984,-30.3735427856445,-8.79596328735352
controlledentryagainst,successful,1on2,3545.9333,64062,northCenterNZ,nz,evenStrength,0,0,32522,10386376,320320,-37.0197143554687,-8.79999923706055
faceoff,failed,none,3552.6333,65619,southCenterNZ,nz,evenStrength,0,0,32522,1590589,320320,-20.9255981445312,-21.8764724731445
faceoff,successful,recoveredwithentry,3552.6333,65619,northCenterNZ,nz,evenStrength,0,0,1212,109109,9993984,20.9255981445312,21.8764724731445
faceoff,successful,recoveredwithentry,3600,2924,northCenterNZ,nz,evenStrength,0,0,32522,1346345,320320,0.305007934570312,-0.252941131591797
faceoff,failed,none,3600,2924,southCenterNZ,nz,evenStrength,0,0,1212,711711,9993984,-0.305007934570312,0.252941131591797
controlledentryagainst,failed,3on3,3619.8333,3519,westPointDZ,dz,evenStrength,0,0,1212,8392384,9993984,-37.5226593017578,19.3647060394287
controlledentryagainst,successful,2on1,3638.8,4088,westPointDZ,dz,evenStrength,0,0,32522,465465,320320,-32.8891067504883,15.8411750793457
shot,successful,outside,3688.9666,5593,outsideNorthWest,oz,evenStrength,0,0,1212,12789777,9993984,81.6735382080078,-21.3805084228516
controlledentryagainst,successful,1on2,3710.9666,6253,westPointDZ,dz,evenStrength,0,0,32522,1346345,320320,-41.4382476806641,26.9128570556641
controlledentryagainst,failed,3on2,3717.2666,6442,westPointDZ,dz,evenStrength,0,0,32522,465465,320320,-38.9235382080078,23.8952102661133
shot,failed,slotblocked,3720.0334,6525,westOuterSlot,oz,evenStrength,0,0,1212,8392384,9993984,59.042049407959,-8.29705810546875
shot,successful,outside,3726.1,6707,outsideNorthEast,oz,evenStrength,0,0,1212,786786,9993984,81.6744003295898,24.8970584869385
faceoff,successful,recoveredwithexit,3728.7,7749,eastOuterSlotDZ,dz,evenStrength,0,0,32522,1590589,320320,-68.0949859619141,-22.8852939605713
faceoff,failed,none,3728.7,7749,eastOuterSlot,oz,evenStrength,0,0,1212,786786,9993984,68.0949859619141,22.8852939605713
controlledentryagainst,failed,1on1,3737.1,8001,southCenterNZ,nz,evenStrength,0,0,1212,309309,9993984,-32.4932403564453,1.76176452636719
shot,successful,slot,3738.5667,8045,westOuterSlot,oz,evenStrength,0,0,32522,1590589,320320,72.2256011962891,-19.3647060394287
controlledentryagainst,successful,1on2,3748.5,8343,westPointDZ,dz,evenStrength,0,0,32522,1590589,320320,-36.4096984863281,7.79411697387695
controlledentryagainst,failed,1on1,3759.9,8685,southCenterNZ,nz,evenStrength,0,0,1212,309309,9993984,-31.4873657226562,13.8323535919189
shot,failed,slotblocked,3764.1333,8812,westOuterSlot,oz,evenStrength,0,0,32522,2482480,320320,56.1314849853516,-0.755882263183594
shot,failed,slotblocked,3780.5667,9305,westOuterSlot,oz,evenStrength,0,0,32522,36036,320320,63.1735229492188,-6.28125762939453
faceoff,successful,recoveredwithshotonnetandslotshot,3792.6333,12744,westOuterSlot,oz,powerPlay,0,0,1212,711711,9993984,68.0949859619141,-22.3794097900391
faceoff,failed,none,3792.6333,12744,westOuterSlotDZ,dz,shortHanded,0,0,32522,1590589,320320,-68.0949859619141,22.3794097900391
shot,successful,slot,3807.7,13196,eastOuterSlot,oz,powerPlay,0,0,1212,309309,9993984,57.0302848815918,9.80882263183594
shot,successful,slot,3818.3,13514,westOuterSlot,oz,powerPlay,0,0,1212,12789777,9993984,67.5920486450195,-16.8470573425293
shot,failed,slotblocked,3844.3333,14295,westOuterSlot,oz,powerPlay,0,0,1212,309309,9993984,62.0588340759277,-15.34521484375
controlledentryagainst,failed,3on3,3852.1667,14530,southCenterNZ,nz,shortHanded,0,0,32522,465465,320320,-35.4038162231445,15.3382339477539
controlledentryagainst,failed,3on3,3890.6667,15685,southCenterNZ,dz,shortHanded,0,0,32522,170170,320320,-44.4567565917969,-9.30588150024414
shot,successful,slot,3895.4666,15829,eastOuterSlot,oz,powerPlay,0,0,1212,12789777,9993984,64.0714645385742,18.8617649078369
faceoff,successful,recoveredwithexit,3897.5,17084,eastOuterSlotDZ,dz,shortHanded,0,0,32522,1590589,320320,-68.5979309082031,-21.8794116973877
faceoff,failed,none,3897.5,17084,eastOuterSlot,oz,powerPlay,0,0,1212,21696675,9993984,68.5979309082031,21.8794116973877
solpr,successful,none,3900,20304,southCenterNZ,nz,evenStrength,0,0,1212,12789777,9993984,-0.197067260742188,-0.748905181884766
socarry,successful,none,3900,20368,northEastBoardsNZ,nz,evenStrength,0,0,1212,12789777,9993984,24.9499893188477,28.9246215820312
soshot,successful,slot,3900,20522,innerSlot,oz,evenStrength,0,1,1212,12789777,9993984,83.2911682128906,-1.75478744506836
solpr,successful,none,3900,21226,southCenterNZ,nz,evenStrength,0,0,32522,36036,320320,-0.807952880859375,-0.752941131591797
socarry,successful,none,3900,21269,centerPoint,oz,evenStrength,0,0,32522,36036,320320,25.8479309082031,-9.30294036865234
soshot,successful,slot,3900,21368,innerSlot,oz,evenStrength,0,0,32522,36036,320320,82.6802825927734,2.26470565795898
solpr,successful,none,3900,22112,northCenterNZ,nz,evenStrength,0,0,1212,8392384,9993984,0.808815002441406,0.256977081298828
socarry,successful,none,3900,22176,northWestBoardsNZ,nz,evenStrength,0,0,1212,8392384,9993984,24.9499893188477,-26.398904800415
soshot,successful,slot,3900,22271,innerSlot,oz,evenStrength,0,1,1212,8392384,9993984,74.7411651611328,-2.76066970825195
solpr,successful,none,3900,23156,southCenterNZ,nz,evenStrength,0,0,32522,541541,320320,-0.305007934570312,-0.752941131591797
socarry,successful,none,3900,23206,westPoint,oz,evenStrength,0,0,32522,541541,320320,25.8479309082031,-18.3558807373047
soshot,failed,slot,3900,23305,innerSlot,oz,evenStrength,0,0,32522,541541,320320,76.1420516967773,-2.26176452636719
